sku_id,tienda_id,fecha,region,ciudad,distrito,formato_tienda,canal_venta,cluster_tienda,segmento_cliente_principal,categoria,subcategoria,marca,proveedor,sku_estado,precio_lista,precio_venta,costo_unitario,margen_pct,descuento_pct,stock_actual,stock_seguridad,inventario_transito,dias_inventario,ventas_unidades_7d,ventas_unidades_30d,ventas_valor_30d,unidades_devueltas_30d,rotacion_30d,forecast_7d,forecast_30d,error_forecast_pct,quiebres_7d,quiebres_30d,visitas_tienda_30d,tickets_30d,tasa_conversion_pct,share_categoria_pct,competencia_precio_prom,precio_vs_competencia_pct,elasticidad_precio,promo_activa,tipo_promo,dias_promo_mes,inversion_trade,exhibicion_secundaria,espacio_gondola_cm,puntaje_planograma,cumplimiento_sla_pct,fill_rate_pct,lead_time_dias,frecuencia_reposicion_dias,temperatura_promedio,lluvia_mm_mes,feriado_mes,evento_local,campania_marketing,canal_abastecimiento,nivel_socioeconomico_zona,distancia_cd_km,capacidad_bodega_m3,merma_pct,vencimiento_dias,vida_util_dias,reclamos_30d,rating_cliente,score_tendencia_categoria,prioridad_comercial,riesgo_quiebre_score,target_reponer_sku
SKU-0657,TDA-185,2025-05-25,Norte,Piura,Industrial,Hipermercado,Mayorista,Alto valor,Ahorro,Snacks,Papas,Marca_C,Proveedor_Global,Activo,9.54,9.54,7.06,0.26,0.0,35,21,3,10.3,28,102,973.08,4,2.91,27,108,0.06,0,2,3093,1294,0.418,0.283,9.43,0.012,-0.41,0,Sin promo,0,0.0,0,108.8,0.52,0.721,0.873,9,10,32.8,67.0,0,Fiesta local,TV,CD Regional,C,549.7,65.4,0.013,57,90,0,,-0.235,Media,27.0,0
SKU-0758,TDA-165,2025-02-25,Lima,Callao,Los Olivos,Minimarket,Moderno,Conveniencia,Oficinas,Abarrotes,Conservas,Marca_C,Proveedor_Global,Activo,9.45,9.45,5.48,0.42,0.0,6,10,16,3.5,13,51,481.95,0,8.5,14,48,0.06,1,4,1911,785,0.411,0.097,8.16,0.158,-1.93,0,Sin promo,0,0.0,0,106.3,0.8,0.76,0.814,10,13,30.9,29.5,0,Ninguno,TV,CD Central,D,721.1,98.3,0.049,46,60,0,4.5,0.216,Baja,70.6,1
SKU-0258,TDA-097,2025-03-13,Oriente,Iquitos,Centro,Bodega,Online,Descuento,Oficinas,Snacks,Frutos secos,Marca_E,Proveedor_Andes,Activo,6.12,4.9,3.82,0.22,0.2,18,22,12,6.7,16,81,396.9,0,4.5,19,72,0.11,1,4,1741,749,0.43,0.028,5.3,-0.075,-1.24,SI,Descuento,7,3184.75,1,111.6,0.48,0.79,0.752,7,11,33.3,140.3,0,Concierto,TV,CD Central,B,516.3,60.8,0.039,75,90,1,4.4,0.445,Baja,78.7,1
SKU-0695,TDA-167,2025-12-23,Lima,Callao,Ate,Cash&Carry,Tradicional,Medio valor,Familias,Abarrotes,Conservas,Competidor_X,Proveedor_Local,Activo,21.86,21.86,17.27,0.21,0%,0,21,11,0.0,16,86,1879.96,2,86.0,25,97,0.13,3,6,3279,1234,0.376,0.268,21.14,0.034,-1.7,0,Sin promo,0,0.0,1,124.3,0.59,0.951,0.823,6,11,18.1,149.7,0,Ninguno,Trade marketing,Cross docking,B,476.1,62.2,0.079,140,180,1,4.8,-0.231,Media,81.7,1
SKU-0656,TDA-127,2025-07-04,Lima,Lima,Centro,Supermercado,Moderno,Medio valor,Mascotas,Lacteos,Leche,Marca_E,Proveedor_Pacifico,Activo,7.07,6.36,3.31,0.48,0.1,39,32,11,8.9,38,132,839.52,0,3.38,31,131,0.01,0,4,3762,1764,0.469,0.12,7.6,-0.163,-2.07,1,Cabecera,3,1379.43,1,37.0,0.49,0.799,0.975,9,6,31.3,178.9,0,Ninguno,Influencers,Cross docking,D,644.3,115.7,0.037,655,730,2,3.8,0.132,Media,33.0,0
SKU-0855,TDA-064,2025-10-05,Centro,Ica,Los Olivos,Minimarket,Moderno,Conveniencia,Oficinas,Bebidas,Isotonicas,Marca_E,Proveedor_Andes,Activo,7.75,7.75,5.81,0.25,0.0,39,8,0,29.2,12,40,310.0,1,1.03,10,45,0.12,0,0,1744,589,0.338,0.172,9.28,-0.165,-2.43,0,Sin promo,0,0.0,0,157.7,0.87,0.843,0.735,9,9,18.9,1.9,0,Ninguno,Ninguna,Proveedor directo,C,732.8,29.0,0.021,58,120,1,3.7,-0.139,Baja,6.6,0
SKU-0168,TDA-016,2025-05-12,Lima,Callao,La Molina,Cash&Carry,Moderno,Alto valor,Jovenes,Limpieza,Desinfectante,Marca_C,Proveedor_Global,Activo,19.42,19.42,14.57,0.25,0.0,42,26,10,14.7,24,86,1670.12,1,2.05,25,97,0.13,1,4,3978,1058,0.266,0.247,17.55,0.107,-2.13,0,Sin promo,0,0.0,0,74.0,0.79,0.874,0.946,2,3,15.6,50.2,0,Ninguno,TV,Cross docking,B,379.3,104.6,0.029,304,730,0,3.8,-0.327,Baja,26.7,0
SKU-0554,TDA-240,2025-11-22,Lima,Callao,Los Olivos,Ecommerce,Online,Descuento,Oficinas,Lacteos,Leche,Marca_E,Proveedor_Norte,Activo,17.91,17.91,11.64,0.35,0.0,0,3,2,0.0,3,13,232.83,0,13.0,3,12,0.08,3,4,2472,700,0.283,0.189,15.28,0.172,-0.47,0,Sin promo,0,0.0,0,96.3,0.45,0.836,0.785,4,14,12.2,82.2,0,Ninguno,Influencers,CD Regional,B,627.1,51.6,0.03,12,120,1,3.1,0.263,Media,77.1,1
SKU-0811,TDA-009,2025-01-07,Lima,Lima,Miraflores,Supermercado,Moderno,Descuento,Oficinas,Abarrotes,Aceite,Marca_B,Proveedor_Global,Activo,7.78,7.78,6.15,0.21,0.0,26,14,0,11.0,20,71,552.38,3,2.73,20,74,0.04,1,4,2836,785,0.277,0.246,6.73,0.156,-0.44,0,Sin promo,0,0.0,0,60.5,0.79,0.774,0.957,11,5,33.4,51.9,0,Ninguno,TV,CD Central,C,208.1,116.5,0.046,503,730,0,3.7,0.421,Media,37.8,0
SKU-0357,TDA-083,2025-10-05,Sur,Cusco,Industrial,Cash&Carry,Tradicional,Conveniencia,Oficinas,Bebidas,Agua,Marca_D,Proveedor_Global,Activo,4.2,3.19,2.36,0.26,0.24,56,42,9,12.2,41,138,440.22,3,2.46,38,169,0.22,1,5,3183,720,0.226,0.122,4.21,-0.242,-1.79,1,2x1,19,3328.57,1,170.0,0.55,0.728,0.731,4,3,12.7,141.2,0,Ninguno,Trade marketing,Proveedor directo,A,189.2,88.4,0.001,60,90,3,4.4,0.289,Media,57.3,1
SKU-0812,TDA-047,2025-06-16,Norte,Piura,Ate,Bodega,Tradicional,Alto valor,Mascotas,Lacteos,Queso,Marca_C,Proveedor_Norte,Temporal,17.36,17.36,11.28,0.35,0.0,0,4,0,0.0,6,19,329.84,0,19.0,4,19,0.0,2,5,1837,487,0.265,0.026,15.62,0.111,-0.54,0,Sin promo,0,0.0,1,177.5,0.57,0.805,0.924,12,6,32.2,112.5,0,Ninguno,Ninguna,CD Central,C,134.4,37.7,0.071,23,90,2,4.1,-0.258,Media,74.7,1
SKU-0537,TDA-011,2025-02-16,Lima,Lima,Ate,Bodega,Moderno,Alto valor,Jovenes,Bebidas,Isotonicas,Marca_D,Proveedor_Norte,Activo,3.33,2.76,2.29,0.17,0.17,42,21,13,12.2,19,103,284.28,2,2.45,22,105,0.02,1,4,1940,729,0.376,0.091,3.59,-0.231,-0.88,1,Descuento,10,451.06,0,71.7,0.95,0.744,0.895,7,7,19.7,70.6,0,Ninguno,TV,CD Regional,E,524.6,118.9,0.035,28,60,3,4.2,-0.194,Baja,24.2,0
SKU-0633,TDA-070,2025-11-29,Lima,Lima,San Isidro,Bodega,Moderno,Descuento,Jovenes,Cuidado Personal,Pasta dental,Competidor_X,Proveedor_Andes,Activo,22.39,22.39,15.67,0.3,0.0,27,22,29,12.7,18,64,1432.96,1,2.37,21,83,0.3,0,0,1641,460,0.28,0.162,20.33,0.101,-1.74,0,Sin promo,0,0.0,0,120.0,0.58,0.984,0.845,1,12,17.7,85.2,0,Temporada verano,Trade marketing,Proveedor directo,B,291.8,52.0,0.011,191,365,1,4.8,0.523,Media,28.2,0
SKU-0031,TDA-196,2025-04-05,Lima,Callao,Comas,Supermercado,Tradicional,Alto valor,Ahorro,Cuidado Personal,Pasta dental,Marca_B,Proveedor_Pacifico,Activo,6.18,6.18,4.08,0.34,0.0,0,4,13,0.0,9,35,216.3,1,35.0,6,32,0.09,3,4,4280,1865,0.436,0.197,5.57,0.11,-2.07,0,Sin promo,0,0.0,1,142.3,0.46,0.793,0.82,12,12,33.7,166.7,1,Fiesta local,Influencers,Cross docking,D,737.0,107.4,0.034,19,30,2,4.0,0.589,Media,85.4,1
SKU-0185,TDA-200,2025-04-14,Norte,Piura,Centro,Hipermercado,Moderno,Descuento,Familias,Abarrotes,Aceite,Marca_D,Proveedor_Norte,Nuevo,31.36,26.66,17.33,0.35,0.15,31,17,8,9.8,27,95,2532.7,3,3.06,23,85,0.11,0,3,3647,843,0.231,0.141,36.77,-0.275,-0.6,1,Descuento,7,976.45,0,87.1,0.62,0.928,0.829,11,4,14.6,28.9,0,Ninguno,TV,CD Central,C,727.4,68.9,0.0,176,730,1,4.0,0.126,Media,29.6,0
SKU-0037,TDA-024,2025-12-22,Sur,Cusco,Ate,Cash&Carry,Online,Alto valor,Oficinas,Limpieza,Detergente,Marca_C,Proveedor_Local,Activo,39.52,39.52,28.85,0.27,0.0,26,23,9,11.1,13,70,2766.4,2,2.69,23,78,0.11,0,3,2299,834,0.363,0.134,41.27,-0.042,-0.31,0,Sin promo,0,0.0,0,40.8,0.75,0.86,0.883,8,14,16.0,134.1,0,Temporada verano,Ninguna,CD Central,A,532.4,21.2,0.068,153,365,0,3.4,-0.339,Alta,27.4,0
SKU-0579,TDA-186,2025-01-16,Sur,Tacna,Centro,Hipermercado,Tradicional,Bajo valor,Familias,Snacks,Chocolates,Marca_A,Proveedor_Pacifico,Activo,5.06,5.06,3.49,0.31,0.0,29,18,26,8.9,20,98,495.88,3,3.38,24,111,0.13,0,3,5275,1538,0.292,0.319,4.87,0.039,-1.34,0,Sin promo,0,0.0,1,79.9,0.47,0.775,0.727,9,2,29.6,199.1,0,Ninguno,Influencers,Proveedor directo,D,123.5,105.6,0.066,15,60,0,4.7,0.038,Baja,24.2,0
SKU-0145,TDA-242,2025-01-15,Sur,Cusco,Industrial,Supermercado,Moderno,Conveniencia,Mascotas,Lacteos,Queso,Marca_E,Proveedor_Local,Activo,11.0,11.0,9.24,0.16,0.0,48,35,8,14.3,21,101,1111.0,3,2.1,30,114,0.13,0,3,2663,933,0.35,0.053,12.62,-0.128,-0.96,0,Sin promo,0,0.0,1,69.7,0.8,0.927,0.836,4,4,30.9,135.7,0,Ninguno,CRM,Proveedor directo,D,750.3,58.8,0.002,85,730,1,4.4,-0.001,Media,29.3,0
SKU-0475,TDA-084,2025-02-01,Norte,Chiclayo,Los Olivos,Supermercado,Moderno,Medio valor,Premium,Lacteos,Mantequilla,Marca_C,Proveedor_Local,Activo,4.54,4.54,2.54,0.44,0.0,1,12,5,0.5,20,64,290.56,1,64.0,15,74,0.16,1,3,2688,1032,0.384,0.351,5.43,-0.164,-0.92,0,Sin promo,0,0.0,0,178.4,0.76,0.885,0.848,3,6,13.4,198.2,0,Ninguno,Trade marketing,Proveedor directo,B,241.3,11.5,0.035,229,365,1,5,0.056,Media,56.7,1
SKU-0394,TDA-091,2025-01-18,Lima,Callao,Industrial,Hipermercado,Tradicional,Bajo valor,Premium,Limpieza,Desinfectante,Marca_D,Proveedor_Norte,Activo,44.15,44.15,27.81,0.37,0.0,50,29,12,15.8,26,95,4194.25,0,1.9,23,83,0.13,0,1,2995,964,0.322,0.287,53.22,-0.17,-2.33,0,Sin promo,0,0.0,0,147.7,0.62,0.734,0.8,1,9,22.0,199.3,0,Ninguno,TV,Proveedor directo,B,32.0,111.4,0.06,10,120,1,4.2,0.64,Baja,29.1,0
SKU-0423,TDA-198,2025-08-26,Lima,Callao,Los Olivos,Supermercado,Tradicional,Medio valor,Familias,SNACKS,Chocolates,Competidor_X,Proveedor_Andes,Activo,5.69,4.15,2.53,0.39,0.27,29,31,14,7.4,30,117,485.55,4,4.03,32,118,0.01,0,2,4303,827,0.192,0.35,6.18,-0.328,-0.4,1,Cabecera,11,1741.34,1,35.7,0.8,0.826,0.924,12,5,28.2,129.5,0,Ninguno,CRM,CD Regional,C,11.0,8.9,0.005,38,365,0,3.9,0.096,Alta,58.0,1
SKU-0789,TDA-198,2025-02-05,Lima,Lima,San Isidro,Supermercado,Moderno,Alto valor,Oficinas,Snacks,Papas,Marca_C,Proveedor_Global,Activo,6.66,6.66,4.4,0.34,0.0,59,28,11,17.7,20,100,666.0,0,1.69,27,122,0.22,0,3,2760,512,0.186,0.199,7.27,-0.084,-2.5,0,Sin promo,0,0.0,1,82.5,0.53,0.809,0.813,1,10,27.6,169.6,0,Ninguno,CRM,CD Central,C,4.8,114.9,0.065,91,730,1,4.6,-0.047,Alta,37.9,0
SKU-0547,TDA-248,2025-12-01,Centro,Ica,Miraflores,Hipermercado,Moderno,Conveniencia,Jovenes,Limpieza,Detergente,Marca_D,Proveedor_Andes,Activo,32.03,32.03,20.5,0.36,0.0,24,21,17,9.6,23,75,2402.25,1,3.12,17,66,0.12,0,1,3748,868,0.232,0.038,30.87,0.038,-0.75,0,Sin promo,0,0.0,0,47.3,0.77,0.941,0.731,8,11,29.6,48.5,0,Ninguno,CRM,Cross docking,C,829.5,72.5,0.011,69,90,1,3.8,-0.014,Alta,20.2,0
SKU-0626,TDA-178,2025-05-01,Lima,Lima,La Molina,Bodega,Moderno,Conveniencia,Jovenes,Cuidado Personal,Pasta dental,Marca_C,Proveedor_Local,Activo,13.64,13.64,7.23,0.47,0.0,0,3,4,0.0,0,1,13.64,0,1.0,0,1,0.0,4,7,1753,577,0.329,0.078,16.25,-0.161,-2.38,0,Sin promo,0,0.0,0,53.5,0.59,0.887,0.958,8,2,14.3,11.5,0,Ninguno,Ninguna,Cross docking,C,62.1,34.4,0.036,77,180,2,4.4,-0.24,Media,70.2,1
SKU-0654,TDA-244,2025-04-21,Norte,Trujillo,Industrial,Ecommerce,Online,Conveniencia,Jovenes,Cuidado Personal,Shampoo,Marca_D,Proveedor_Norte,Activo,31.62,31.62,24.66,0.22,0.0,25,8,0,21.4,10,35,1106.7,0,1.4,9,42,0.2,0,3,2602,836,0.321,0.297,27.27,0.16,-1.33,0,Sin promo,0,0.0,0,147.7,0.89,0.842,0.77,9,14,12.3,161.0,0,Ninguno,TV,CD Regional,C,78.9,61.7,0.024,627,730,2,4.1,-0.326,Media,30.0,0
SKU-0375,TDA-094,2025-10-25,Lima,Lima,Centro,Minimarket,Moderno,Bajo valor,Jovenes,Mascotas,Alimento gato,Marca_E,Proveedor_Andes,Activo,79.43,79.43,48.45,0.39,0.0,0,6,0,0.0,9,29,2303.47,1,29.0,8,31,0.07,2,6,2078,797,0.384,0.212,76.1,0.044,-1.13,0,Sin promo,0,0.0,0,171.3,0.89,0.974,0.719,8,3,13.8,197.5,0,Temporada verano,Ninguna,CD Regional,B,593.1,63.6,0.07,11,30,4,3.8,-0.003,Media,83.5,1
SKU-0165,TDA-183,2025-06-12,Norte,Trujillo,Los Olivos,Cash&Carry,Tradicional,Alto valor,Ahorro,Lacteos,Leche,Marca_B,Proveedor_Pacifico,Activo,12.77,12.77,9.58,0.25,0.0,0,32,19,0.0,17,82,1047.14,2,82.0,26,97,0.18,1,1,2598,581,0.224,0.185,12.37,0.032,-2.49,0,Sin promo,0,0.0,0,176.1,0.63,0.91,0.837,5,14,33.6,126.2,0,Ninguno,Influencers,Proveedor directo,D,622.4,108.8,0.011,16,45,1,4.5,0.491,Media,64.7,1
SKU-0090,TDA-056,2025-10-28,Sur,Cusco,Comas,Minimarket,Moderno,Descuento,Mascotas,Limpieza,Papel,Marca_Propia,Proveedor_Local,Activo,29.32,25.22,13.11,0.48,0.14,8,5,2,8.0,8,25,630.5,0,3.12,7,28,0.12,0,1,2291,540,0.236,0.157,30.93,-0.185,-2.41,1,Combo,12,2521.09,0,55.9,0.88,0.762,0.787,11,12,22.4,143.8,0,Ninguno,Influencers,CD Regional,A,650.5,63.2,0.078,106,180,1,4.6,0.126,Media,25.4,0
SKU-0702,TDA-179,2025-07-30,Sur,Arequipa,Centro,Bodega,Online,Alto valor,Jovenes,Bebidas,Jugos,Marca_C,Proveedor_Global,Activo,4.04,4.04,3.39,0.16,0.0,15,7,0,15.0,6,30,121.2,1,2.0,6,28,0.07,0,3,1316,560,0.426,0.352,4.15,-0.027,-1.81,0,Sin promo,0,0.0,0,150.7,0.93,0.881,0.921,6,4,27.6,6.3,0,Ninguno,CRM,CD Regional,D,262.7,31.5,0.078,253,365,2,4.2,-0.272,Baja,23.0,0
SKU-0102,TDA-210,2025-09-16,Norte,Trujillo,Centro,Supermercado,Moderno,Medio valor,Premium,Snacks,Papas,Marca_Propia,Proveedor_Andes,Descontinuado,10.44,10.44,6.58,0.37,0.0,65,35,6,19.1,20,102,1064.88,1,1.57,38,128,0.25,1,1,3868,1299,0.336,0.198,10.27,0.017,-1.87,0,Sin promo,0,0.0,0,33.2,0.72,0.824,0.833,12,6,27.1,185.0,0,Ninguno,Influencers,CD Regional,D,760.8,97.9,0.075,35,180,8,3.8,0.088,Media,14.4,0
SKU-0787,TDA-117,2025-09-13,Lima,Callao,La Molina,Bodega,Tradicional,Descuento,Jovenes,Bebidas,Gaseosas,Marca_Propia,Proveedor_Andes,Activo,6.07,6.07,4.49,0.26,0.0,10,9,0,5.7,15,53,321.71,2,5.3,12,47,0.11,0,2,1138,294,0.258,0.144,7.09,-0.144,-1.3,0,Sin promo,0,0.0,0,25.1,0.68,0.967,0.811,6,8,21.7,7.9,0,Ninguno,TV,CD Regional,C,116.0,88.2,0.039,27,45,1,3.6,0.204,Media,39.7,0
SKU-0068,TDA-223,2025-05-17,Lima,Callao,Los Olivos,Hipermercado,Moderno,Medio valor,Premium,Abarrotes,Conservas,Marca_E,Proveedor_Norte,Nuevo,4.63,4.63,4.03,0.13,0.0,30,18,0,11.1,18,81,375.03,2,2.7,17,69,0.15,0,4,3905,1054,0.27,0.369,4.28,0.082,-1.1,0,Sin promo,0,0.0,0,32.1,0.91,0.778,0.777,5,11,20.8,49.7,0,Ninguno,Trade marketing,CD Central,C,233.8,71.4,0.042,79,365,2,3.8,0.454,Media,42.7,0
SKU-0308,TDA-217,2025-11-04,Lima,Callao,San Isidro,Bodega,Mayorista,Descuento,Mascotas,Snacks,Chocolates,Marca_Propia,Proveedor_Pacifico,Activo,3.98,3.62,3.15,0.13,0.09,18,12,1,12.9,12,42,152.04,0,2.33,10,41,0.02,0,2,1784,616,0.345,0.252,3.45,0.049,-0.91,1,2x1,4,4311.96,1,116.3,0.92,0.963,0.818,6,12,26.5,19.9,0,Concierto,Digital,CD Regional,B,624.8,112.5,0.042,61,120,0,3.7,0.25,Baja,40.6,0
SKU-0862,TDA-190,2025-05-02,Sur,Arequipa,SJL,Supermercado,Moderno,Descuento,Mascotas,Lacteos,Queso,Competidor_X,Proveedor_Andes,Activo,17.58,17.58,9.67,0.45,0.0,27,6,17,26.1,7,31,544.98,1,1.15,7,26,0.16,1,1,1992,522,0.262,0.049,20.01,-0.121,-1.42,0,Sin promo,0,0.0,0,168.2,0.63,0.834,0.966,2,4,27.4,111.4,0,Ninguno,Trade marketing,Proveedor directo,C,25.2,13.8,0.051,578,730,0,3.5,-0.036,Alta,1.7,0
SKU-0474,TDA-051,2025-03-02,Lima,Lima,Miraflores,Bodega,Tradicional,Bajo valor,Jovenes,Snacks,Papas,Marca_C,Proveedor_Pacifico,Descontinuado,"1,65",1.65,0.99,0.4,0.0,39,16,4,18.3,20,64,105.6,1,1.64,20,80,0.25,1,4,2702,973,0.36,0.378,1.58,0.044,-1.01,0,Sin promo,0,0.0,0,85.4,0.53,0.798,0.776,10,9,32.0,81.3,0,Ninguno,Ninguna,Cross docking,B,276.1,85.6,0.055,259,365,2,4.9,-0.094,Alta,26.0,0
SKU-0131,TDA-128,2025-08-12,Centro,Ica,Ate,Ecommerce,Online,Alto valor,Premium,Snacks,Chocolates,Marca_E,Proveedor_Global,Activo,10.87,7.07,4.31,0.39,0.35,46,22,19,12.7,30,109,770.63,3,2.37,28,135,0.24,1,1,2514,1203,0.479,0.354,9.4,-0.248,-1.72,1,Cupon,18,2343.02,1,135.2,0.53,0.814,0.759,5,4,30.4,165.0,0,Ninguno,CRM,CD Regional,C,825.9,66.9,0.046,336,365,0,3.9,-0.021,Media,38.1,0
SKU-0561,TDA-244,2025-03-25,Norte,Trujillo,Comas,Supermercado,Moderno,Bajo valor,Jovenes,Limpieza,Papel,Marca_A,Proveedor_Andes,Nuevo,21.15,21.15,13.75,0.35,0.0,43,15,0,20.8,19,62,1311.3,1,1.44,13,55,0.11,0,0,3598,1176,0.327,0.339,21.71,-0.026,-1.26,0,Sin promo,0,0.0,0,141.0,0.89,0.886,0.826,7,3,12.9,75.2,0,Ninguno,CRM,CD Regional,E,449.1,80.5,0.007,321,730,3,3.5,0.128,Alta,8.4,0
SKU-0639,TDA-207,2025-07-22,Lima,Lima,SJL,Supermercado,Tradicional,Conveniencia,Premium,Lacteos,Yogurt,Marca_D,Proveedor_Norte,Activo,4.98,4.03,2.54,0.37,0.19,19,47,11,4.2,36,137,552.11,2,7.21,38,146,0.07,1,2,2038,449,0.22,0.089,5.74,-0.298,-0.97,1,Descuento,3,1125.22,0,124.0,0.69,0.889,0.929,4,3,18.6,102.0,0,Ninguno,Digital,CD Regional,D,379.6,62.3,0.002,428,730,0,3.2,-0.299,Alta,65.9,1
SKU-0295,TDA-186,2025-05-31,Lima,Callao,La Molina,Supermercado,Moderno,Medio valor,Mascotas,Cuidado Personal,Pasta dental,Marca_E,Proveedor_Local,Activo,37.53,37.53,27.4,0.27,0.0,24,11,10,17.6,13,41,1538.73,1,1.71,11,48,0.17,0,3,3493,1264,0.362,0.056,37.68,-0.004,-0.31,0,Sin promo,0,0.0,0,53.5,0.48,0.725,0.955,6,12,15.5,182.1,0,Ninguno,Ninguna,Proveedor directo,C,525.7,21.5,0.018,119,120,2,4.4,0.419,Baja,30.5,0
SKU-0373,TDA-086,2025-09-16,Centro,Huancayo,SJL,Bodega,Moderno,Medio valor,Ahorro,Limpieza,Lavavajilla,Competidor_X,Proveedor_Local,Activo,12.68,9.38,6.85,0.27,0.26,4,7,19,4.0,8,29,272.02,1,7.25,9,32,0.1,1,3,783,363,0.464,0.179,14.39,-0.348,-0.92,1,Cupon,5,515.41,1,177.1,0.54,0.737,0.92,11,12,15.3,126.4,0,Temporada verano,CRM,Proveedor directo,C,753.1,86.5,0.07,164,180,0,4.0,0.57,Baja,76.2,1
SKU-0312,TDA-186,2025-10-21,Lima,Lima,Miraflores,Cash&Carry,Moderno,Conveniencia,Jovenes,Abarrotes,Arroz,Marca_A,Proveedor_Andes,Activo,26.84,26.84,14.23,0.47,0.0,36,44,14,10.1,31,107,2871.88,1,2.97,37,144,0.35,0,4,2782,934,0.336,0.109,26.07,0.03,-1.22,0,Sin promo,0,0.0,0,77.8,0.5,0.912,0.94,2,3,13.4,195.5,0,Ninguno,TV,Cross docking,C,442.1,52.2,0.021,466,730,7,3.3,0.339,Baja,71.5,1
SKU-0604,TDA-108,2025-01-23,Lima,Callao,Surco,Supermercado,Online,Alto valor,Oficinas,Abarrotes,Arroz,Marca_E,Proveedor_Global,Activo,16.94,16.94,11.52,0.32,0.0,29,37,6,8.2,26,106,1795.64,2,3.66,33,127,0.2,1,3,3338,690,0.207,0.245,18.31,-0.075,-1.65,0,Sin promo,0,0.0,0,74.2,0.47,0.901,0.828,5,12,13.9,36.4,1,Ninguno,CRM,Proveedor directo,C,107.0,70.6,0.015,29,30,1,4.1,-0.331,Media,67.5,1
SKU-0630,TDA-247,2025-03-03,Lima,Lima,Miraflores,Supermercado,Moderno,Conveniencia,Oficinas,Bebidas,Energizantes,Marca_C,Proveedor_Local,Descontinuado,2.31,1.78,1.41,0.21,0.23,37,33,17,9.0,31,123,218.94,0,3.32,39,133,0.08,0,0,2878,1101,0.383,0.109,2.44,-0.27,-0.77,1,Combo,16,2285.31,0,100.1,0.87,0.758,0.857,3,14,17.4,209.6,0,Ninguno,Ninguna,CD Central,D,817.0,77.5,0.052,3,60,3,5,0.132,Media,27.9,0
SKU-0614,TDA-085,2025-12-27,Lima,Lima,Miraflores,Bodega,Moderno,Descuento,Mascotas,Bebidas,Agua,Marca_D,Proveedor_Norte,Nuevo,4.93,4.93,4.19,0.15,0.0,14,29,22,4.9,22,85,419.05,2,6.07,31,110,0.29,1,1,1489,324,0.218,0.153,4.54,0.086,-2.48,0,Sin promo,0,0.0,0,141.3,0.82,0.911,0.756,10,12,18.7,157.9,0,Ninguno,TV,CD Central,B,769.0,87.2,0.017,89,90,1,4.4,0.15,Alta,55.8,1
SKU-0281,TDA-032,2025-09-30,Sur,Cusco,La Molina,Supermercado,Tradicional,Conveniencia,Familias,Cuidado Personal,Jabon,Marca_A,Proveedor_Global,Descontinuado,25.2,22.43,19.07,0.15,0.11,30,24,11,10.6,22,85,1906.55,1,2.83,19,69,0.19,0,0,2871,930,0.324,0.311,26.94,-0.167,-1.12,1,Combo,11,1311.05,0,173.4,0.9,0.942,0.851,4,3,29.1,136.3,0,Ninguno,Trade marketing,CD Central,B,53.5,11.7,0.025,36,45,0,3.9,0.452,Alta,33.1,0
SKU-0587,TDA-033,09/06/2025,Sur,Cusco,Ate,Bodega,Tradicional,Bajo valor,Mascotas,Abarrotes,Aceite,Marca B,Proveedor_Andes,Activo,22.12,22.12,14.38,0.35,0.0,16,4,11,16.0,5,21,464.52,1,1.31,4,18,0.14,0,0,1446,363,0.251,0.315,23.38,-0.054,-2.38,0,Sin promo,0,0.0,0,176.2,0.8,0.774,0.72,4,12,22.5,152.2,0,Ninguno,Trade marketing,Proveedor directo,C,357.1,26.2,0.036,16,30,3,3.6,0.117,Alta,11.9,0
SKU-0141,TDA-098,2025-09-27,Sur,Arequipa,Ate,Ecommerce,Online,Conveniencia,Premium,Snacks,Galletas,Marca_C,Proveedor_Global,Activo,11.76,11.76,6.59,0.44,0.0,15,8,10,11.0,12,41,482.16,1,2.73,7,34,0.17,1,2,3569,1271,0.356,0.328,11.28,0.043,-2.17,0,Sin promo,0,0.0,0,120.7,0.6,0.754,0.847,10,9,16.6,17.9,0,Ninguno,Ninguna,CD Regional,C,639.1,80.2,0.041,380,730,0,3.7,0.362,Media,29.3,0
SKU-0824,TDA-128,2025-09-20, lima ,Callao,Miraflores,Supermercado,Moderno,Medio valor,Oficinas,Lacteos,Queso,Marca_A,Proveedor_Global,Nuevo,12.29,10.69,8.55,0.2,0.13,53,25,15,13.9,29,114,1218.66,1,2.15,30,112,0.02,0,4,1589,721,0.454,0.023,11.81,-0.095,-0.69,1,Cabecera,15,4127.12,0,21.9,0.8,0.987,0.976,7,5,17.0,164.8,0,Ninguno,Trade marketing,Cross docking,D,393.3,96.7,0.025,40,90,3,3.6,0.503,Alta,37.6,0
SKU-0193,TDA-122,2025-04-06,Lima,Callao,Surco,Hipermercado,Moderno,Alto valor,Oficinas,Abarrotes,Arroz,Competidor_X,Proveedor_Norte,Activo,10.17,10.17,7.53,0.26,0.0,38,24,12,10.9,22,105,1067.85,4,2.76,25,101,0.04,1,2,4295,1312,0.305,0.288,10.11,0.006,-0.51,0,Sin promo,0,0.0,0,159.3,0.62,0.941,0.893,3,11,24.7,68.3,0,Ninguno,Influencers,Proveedor directo,B,842.4,57.9,0.066,49,90,3,4.1,0.529,Media,32.1,0
